Time (s) Run #1;Sound Wave (%) Run #1
0.6945;-2.3235
0.695;2.10815
0.6955;2.55955
0.696;-1.70435
0.6965;-4.2755
0.697;-1.3048
0.6975;2.96215
0.698;0.1165
0.6985;-3.9278
0.699;-2.9884
0.6995;1.52255
0.7;2.7639
0.7005;-1.1279
0.701;-4.22365
0.7015;-1.7989
0.702;2.4833
0.7025;0.8058
0.703;-3.6167
0.7035;-3.391
0.704;1.07725
0.7045;3.0445
0.705;-0.4142
0.7055;-4.0132
0.706;-2.2808
0.7065;3.02315
0.707;-0.0177
0.7075;-2.9823
0.708;-3.50385
0.7085;0.64415
0.709;3.23665
0.7095;0.2873
0.71;-3.7265
0.7105;-1.2865
0.711;2.831
0.7115;1.99225
0.712;-3.6228
0.7125;-2.96705
0.713;0.0189
0.7135;3.13295
0.714;0.81495
0.7145;-4.0498
0.715;-1.927
0.7155;2.37045
0.716;2.27285
0.7165;-3.3422
0.717;-3.4886
0.7175;-0.7741
0.718;2.9835
0.7185;-0.26475
0.719;-4.0437
0.7195;-2.6041
0.72;1.8733
0.7205;2.5321
0.721;-1.6403
0.7215;-3.87595
0.722;0.1653
0.7225;3.03535
0.723;0.3727
0.7235;-3.7326
0.724;-3.0555
0.7245;1.43715
0.725;2.8859
0.7255;-0.8839
0.726;-3.879
0.7265;-0.2068
0.727;3.2214
0.7275;1.22365
0.728;-3.0982
0.7285;-3.1287
0.729;1.2328
0.7295;3.32205
0.73;-1.54575
0.7305;-3.9095
0.731;-0.69785
0.7315;3.1177
0.732;1.74215
0.7325;-2.73525
0.733;-3.5069
0.7335;0.5191
0.734;2.86455
0.7345;-1.1279
0.735;-4.0193
0.7355;0.1287
0.736;2.6358
0.7365;1.9892
0.737;-2.49125
0.7375;-3.23545
0.738;1.13215
0.7385;2.8554
0.739;-0.768
0.7395;-4.24195
0.74;-2.2259
0.7405;2.2637
0.741;2.3735
0.7415;-1.91175
0.742;-3.51605
0.7425;0.6777
0.743;3.0628
0.7435;-0.0482
0.744;-3.9156
0.7445;-2.659
0.745;2.7761
0.7455;1.6964
0.746;-2.81455
0.7465;-3.8424
0.747;0.0494
0.7475;2.98655
0.748;0.4886
0.7485;-3.58925
0.749;-3.0738
0.7495;1.306
0.75;2.16305
0.7505;-2.293
0.751;-4.0437
0.7515;-0.5118
0.752;2.96215
0.7525;1.0803
0.753;-3.27815
0.7535;-3.5557
0.754;2.0136
0.7545;2.49245
0.755;-1.73485
0.7555;-4.16875
0.756;-1.1096
0.7565;2.8188
0.757;1.6293
0.7575;-2.7749
0.758;-3.74175
0.7585;1.6659
0.759;2.84625
0.7595;-0.9998
0.76;-3.9888
0.7605;-1.50915
0.761;2.7029
0.7615;2.26065
0.762;-2.11305
0.7625;-3.1226
0.763;1.2084
0.7635;3.04145
0.764;-1.94835
0.7645;-3.9461
0.765;-2.1649
0.7655;2.1661
0.766;2.5077
0.7665;-3.05245
0.767;-3.574
0.7675;0.5008
0.768;3.10855
0.7685;0.16835
0.769;-4.01015
0.7695;-2.6285
0.77;1.79705
0.7705;1.87025
0.771;-2.5492
0.7715;-3.78445
0.772;-0.03295
0.7725;3.07805
0.773;0.7509
0.7735;-3.98575
0.774;-1.89345
0.7745;2.43145
0.775;2.23625
0.7755;-2.1039
0.776;-4.0437
0.7765;-0.7131
0.777;2.8188
0.7775;1.1596
0.778;-4.01625
0.7785;-1.0791
0.779;1.8001
0.7795;2.465
0.78;-1.61895
0.7805;-4.1901
0.781;-1.3353
0.7815;2.6358
0.782;0.31475
0.7825;-3.68685
0.783;-1.5305
0.7835;1.42495
0.784;2.80965
0.7845;-0.8412
0.785;-4.001
0.7855;-1.76535
0.786;3.0567
0.7865;0.9827
0.787;-3.25375
0.7875;-3.2263
0.788;2.30335
0.7885;3.05975
0.789;-0.17935
0.7895;-3.79665
0.79;-0.7619
0.7905;2.90725
0.791;1.5012
0.7915;-2.9091
0.792;-3.6289
0.7925;1.74215
0.793;2.68765
0.7935;0.39405
0.794;-3.94915
0.7945;-1.2865
0.795;2.76085
0.7955;2.08985
0.796;-2.2564
0.7965;-3.7082
0.797;-0.09395
0.7975;3.05975
0.798;-0.52705
0.7985;-3.8546
0.799;-1.9636
0.7995;2.32775
0.8;2.41315
0.8005;-1.7867
0.801;-3.90035
0.8015;-0.71005
0.802;3.0323
0.8025;-0.06345
0.803;-3.879
0.8035;-2.5919
0.804;1.77875
0.8045;2.53515
0.805;-1.3841
0.8055;-4.1047
0.806;0.02195
0.8065;2.82795
0.807;0.3666
0.8075;-3.7021
0.808;-3.11345
0.8085;1.1901
0.809;2.74255
0.8095;-0.8229
0.81;-3.98575
0.8105;-0.5789
0.811;2.7944
0.8115;1.00405
0.812;-3.2568
0.8125;-3.40015
0.813;0.75395
0.8135;3.0628
0.814;-0.097
0.8145;-3.95525
0.815;-0.97845
0.8155;2.84625
0.816;1.6598
0.8165;-2.65595
0.817;-3.66855
0.8175;0.21105
0.818;3.0079
0.8185;-1.07605
0.819;-3.9705
0.8195;-1.56405
0.82;2.51685
0.8205;2.07765
0.821;-3.36355
0.8215;-3.16835
0.822;-0.4264
0.8225;2.8859
0.823;-0.4996
0.8235;-3.8912
0.824;-2.18625
0.8245;2.1051
0.825;2.43145
0.8255;-1.6952
0.826;-3.4276
0.8265;0.5801
0.827;3.0506
0.8275;0.1836
0.828;-3.57705
0.8285;-2.57055
0.829;1.7879
0.8295;2.7822
0.83;-2.45465
0.8305;-3.56485
0.831;0.14395
0.8315;3.1726
0.832;0.85765
0.8325;-3.2324
0.833;-2.9091
0.8335;1.3548
0.834;2.27285
0.8345;-2.0002
0.835;-3.9278
0.8355;0.879
0.836;2.85235
0.8365;1.16875
0.837;-3.0311
0.8375;-3.50385
0.838;1.8672
0.8385;2.465
0.839;-1.5
0.8395;-3.94915
0.84;0.4154
0.8405;2.65105
0.841;1.7269
0.8415;-2.58275
0.842;-2.85725
0.8425;1.42495
0.843;2.76695
0.8435;-0.89
0.844;-3.96135
0.8445;-1.7928
0.845;2.8127
0.8455;0.7875
0.846;-3.41845
0.8465;-3.47335
0.847;0.6899
0.8475;2.6968
0.848;-0.50875
0.8485;-4.02845
0.849;-2.46075
0.8495;2.6968
0.85;1.367
0.8505;-2.8603
0.851;-3.54045
0.8515;0.391
0.852;2.93775
0.8525;0.24155
0.853;-3.64415
0.8535;-2.80845
0.854;2.4894
0.8545;0.6167
0.855;-2.31435
0.8555;-3.7204
0.856;-0.14885
0.8565;2.97435
0.857;0.8668
0.8575;-3.2141
0.858;-1.93005
0.8585;2.2393
0.859;2.2942
0.8595;-1.91785
0.86;-3.95525
0.8605;-0.8412
0.861;2.77915
0.8615;1.3487
0.862;-3.75395
0.8625;-2.49125
0.863;1.7635
0.8635;2.54735
0.864;-2.6651
0.8645;-3.96745
0.865;-1.35055
0.8655;2.58395
0.866;1.91295
0.8665;-3.4032
0.867;-2.8542
0.8675;1.37005
0.868;2.8554
0.8685;-2.0734
0.869;-3.72345
0.8695;-1.86295
0.87;2.2698
0.8705;1.06505
0.871;-3.06465
0.8715;-3.2507
0.872;0.7631
0.8725;2.87675
0.873;-0.1458
0.8735;-3.91865
0.874;-0.9754
0.8745;2.7456
0.875;1.5866
0.8755;-2.61935
0.876;-3.5557
0.8765;0.20495
0.877;2.95605
0.8775;0.42455
0.878;-3.95525
0.8785;-1.63115
0.879;2.3308
0.8795;1.8184
0.88;-2.3967
0.8805;-3.9522
0.881;-0.5667
0.8815;2.66325
0.882;0.7448
0.8825;-4.0437
0.883;-0.80765
0.8835;1.88855
0.884;2.24845
0.8845;-1.74095
0.885;-3.96135
0.8855;-0.98455
0.886;2.60835
0.8865;-0.00855
0.887;-3.6533
0.8875;-1.20415
0.888;1.65065
0.8885;2.65715
0.889;-1.09435
0.8895;-3.8973
0.89;0.00975
0.8905;2.89505
0.891;0.6411
0.8915;-3.3422
0.892;-2.8908
0.8925;2.44975
0.893;2.31555
0.8935;-0.402
0.894;-3.6411
0.8945;-0.36235
0.895;3.0689
0.8955;1.53475
0.896;-2.68645
0.8965;-3.0738
0.897;2.1173
0.8975;2.7151
0.898;-1.22245
0.8985;-3.72345
0.899;-0.97845
0.8995;2.76085
0.9;1.7696
0.9005;-2.4882
0.901;-3.574
0.9015;0.03415
0.902;2.65715
0.9025;-0.9632
0.903;-3.94305
0.9035;-1.7989
0.904;2.2271
0.9045;1.95565
0.905;-2.24115
0.9055;-3.9644
0.906;0.7143
0.9065;2.709
0.907;-0.45385
0.9075;-3.8485
0.908;-2.29605
0.9085;1.8611
0.909;2.32165
0.9095;-1.61285
0.91;-3.47335
0.9105;0.3361
0.911;2.88895
0.9115;-1.19195
0.912;-3.52825
0.9125;-2.6773
0.913;2.5443
0.9135;2.6236
0.914;-2.46075
0.9145;-3.8058
0.915;-0.2983
0.9155;2.68155
0.916;0.65025
0.9165;-3.41235
0.917;-3.2934
0.9175;0.82715
0.918;2.06545
0.9185;-1.94835
0.919;-3.9217
0.9195;-0.78325
0.92;2.709
0.9205;1.26025
0.921;-3.6533
0.9215;-2.41195
0.922;0.43675
0.9225;2.51075
0.923;-1.2926
0.9235;-3.8424
0.924;-1.3597
0.9245;2.46805
0.925;1.794
0.9255;-3.35135
0.926;-2.7566
0.9265;1.4585
0.927;2.92555
0.9275;-0.5362
0.928;-3.6289
0.9285;-1.6891
0.929;2.35215
0.9295;2.32165
0.93;-1.75925
0.9305;-3.13175
0.931;0.818
0.9315;2.9347
0.932;-0.0909
0.9325;-3.59535
0.933;-2.27775
0.9335;1.86415
0.934;2.60225
0.9345;-2.55835
0.935;-2.46685
0.9355;0.269
0.936;2.91945
0.9365;0.42455
0.937;-3.4032
0.9375;-2.7505
0.938;1.38225
0.9385;1.92515
0.939;-2.2259
0.9395;-3.7936
0.94;1.0071
0.9405;2.6907
0.941;0.79665
0.9415;-3.2385
0.942;-3.3727
0.9425;1.87025
0.943;2.09595
0.9435;-1.8233
0.944;-3.9522
0.9445;-1.012
0.945;2.54735
0.9455;1.27855
0.946;-3.80275
0.9465;-2.7566
0.947;1.43715
0.9475;2.43755
0.948;-1.2682
0.9485;-3.9766
0.949;-1.55795
0.9495;2.7456
0.95;0.5435
0.9505;-3.3605
0.951;-3.0128
0.9515;1.0376
0.952;2.6419
0.9525;-0.6399
0.953;-3.85765
0.9535;-2.0368
0.954;2.76085
0.9545;1.15045
0.955;-2.88165
0.9555;-3.2141
0.956;0.6655
0.9565;2.93775
0.957;0.18055
0.9575;-3.3849
0.958;-0.8839
0.9585;2.76695
0.959;1.81535
0.9595;-2.3601
0.96;-3.3971
0.9605;0.24765
0.961;3.0323
0.9615;0.67465
0.962;-3.6472
0.9625;-1.5549
0.963;2.3735
0.9635;0.8912
0.964;-2.05205
0.9645;-3.696
0.965;-0.3959
0.9655;2.8432
0.966;-0.24035
0.9665;-3.6167
0.967;-2.09475
0.9675;2.00445
0.968;2.4711
0.9685;-2.65595
0.969;-3.2385
0.9695;-0.9327
0.97;2.8981
0.9705;0.208
0.971;-3.49775
0.9715;-2.65595
0.972;1.4036
0.9725;2.4955
0.973;-1.12485
0.9735;-3.7814
0.974;-1.8172
0.9745;2.52905
0.975;0.46115
0.9755;-3.44895
0.976;-3.2873
0.9765;0.74175
0.977;2.51685
0.9775;-0.64295
0.978;-3.94305
0.9785;-0.93575
0.979;2.4772
0.9795;1.08945
0.98;-2.9823
0.9805;-3.5008
0.981;0.2751
0.9815;2.6663
0.982;0.0067
0.9825;-3.8851
0.983;-1.38715
0.9835;2.4101
0.984;1.6842
0.9845;-2.41195
0.985;-3.635
0.9855;-0.0848
0.986;2.79745
0.9865;-0.7192
0.987;-3.7448
0.9875;-1.7684
0.988;2.15695
0.9885;2.10815
0.989;-3.01585
0.9895;-3.72955
0.99;-0.63685
0.9905;2.77
0.991;-0.23425
0.9915;-3.6472
0.992;-0.9693
0.9925;1.7086
0.993;2.3674
0.9935;-1.3719
0.994;-3.7509
0.9945;0.2629
0.995;2.88285
0.9955;0.42455
0.996;-3.29645
0.9965;-2.63155
0.997;2.4589
0.9975;2.77
0.998;-0.62465
0.9985;-3.47945
0.999;-0.097
0.9995;3.0018
1;1.14435
1.0005;-2.83895
1.001;-2.8603
1.0015;2.22405
1.002;2.43755
1.0025;-1.5122
1.003;-3.5862
1.0035;-0.7314
1.004;2.709
1.0045;1.5195
1.005;-2.5553
1.0055;-3.3544
1.006;1.58355
1.0065;2.46805
1.007;-1.2011
1.0075;-3.80885
1.008;-1.5244
1.0085;2.21795
1.009;1.6293
1.0095;-2.33265
1.01;-3.0372
1.0105;1.0376
1.011;2.65715
1.0115;-0.6277
1.012;-3.8485
1.0125;-2.1222
1.013;1.87025
1.0135;1.96785
1.014;-3.1104
1.0145;-3.42455
1.015;0.4642
1.0155;2.60225
1.016;-1.58845
1.0165;-3.66855
1.017;-2.50955
1.0175;1.57745
1.018;1.52255
1.0185;-2.54005
1.019;-3.5313
1.0195;0.02805
1.02;2.71815
1.0205;-0.97235
1.021;-3.69295
1.0215;-2.77185
1.022;2.2881
1.0225;2.03495
1.023;-1.95445
1.0235;-3.55875
1.024;-0.3654
1.0245;2.74865
1.025;1.0132
1.0255;-3.6533
1.026;-2.13135
1.0265;1.916
1.027;2.3796
1.0275;-1.40545
1.028;-3.6655
1.0285;-0.9571
1.029;2.8676
1.0295;0.21105
1.03;-2.476
1.0305;-2.4882
1.031;1.5073
1.0315;2.587
1.032;-0.89915
1.0325;-3.72955
1.033;-1.53965
1.0335;2.31555
1.034;0.8485
1.0345;-2.9457
1.035;-2.8115
1.0355;1.07115
1.036;2.85235
1.0365;-0.31965
1.037;-3.52825
1.0375;-2.0368
1.038;1.9831
1.0385;1.18705
1.039;-2.79015
1.0395;-3.3361
1.04;0.3605
1.0405;2.63275
1.041;-0.036
1.0415;-3.54045
1.042;-2.64985
1.0425;2.29115
1.043;1.51035
1.0435;-3.39405
1.044;-3.63195
1.0445;-0.20985
1.045;2.61445
1.0455;0.50385
1.046;-3.35135
1.0465;-1.93005
1.047;1.90685
1.0475;1.80925
1.048;-3.21105
1.0485;-3.8668
1.049;-0.8351
1.0495;2.45585
1.05;1.0193
1.0505;-3.574
1.051;-2.2808
1.0515;1.7208
1.052;2.33995
1.0525;-1.34445
1.053;-3.7387
1.0535;-1.1828
1.054;2.36435
1.0545;0.30255
1.055;-3.35745
1.0555;-2.71695
1.056;1.2633
1.0565;2.5382
1.057;-0.85645
1.0575;-3.6411
1.058;-0.3044
1.0585;2.7151
1.059;0.83935
1.0595;-3.0433
1.06;-3.0738
1.0605;0.8119
1.061;2.709
1.0615;-0.22815
1.062;-3.66855
1.0625;-0.7985
1.063;2.587
1.0635;1.3975
1.064;-3.33
1.0645;-3.21715
1.065;0.43065
1.0655;2.9042
1.066;-0.92355
1.0665;-3.4703
1.067;-1.08825
1.0675;2.60225
1.068;2.0502
1.0685;-1.927
1.069;-3.24765
1.0695;0.01585
1.07;2.8371
1.0705;-0.42945
1.071;-3.47335
1.0715;-1.78975
1.072;2.68155
1.0725;2.0746
1.073;-1.80195
1.0735;-3.77225
1.074;0.4642
1.0745;2.5504
1.075;-0.21595
1.0755;-3.64415
1.076;-2.51565
1.0765;2.32775
1.077;2.2759
1.0775;-1.4024
1.078;-3.6167
1.0785;-0.1275
1.079;2.5016
1.0795;0.25375
1.08;-3.3727
1.0805;-2.9701
1.081;0.97355
1.0815;1.7818
1.082;-2.0673
1.0825;-3.635
1.083;-0.5484
1.0835;2.50465
1.084;0.8424
1.0845;-3.01585
1.085;-3.1531
1.0855;0.6594
1.086;2.099
1.0865;-1.66775
1.087;-3.73565
1.0875;-0.96015
1.088;2.4162
1.0885;1.29685
1.089;-2.6529
1.0895;-3.44285
1.09;0.09515
1.0905;2.6297
1.091;-1.06995
1.0915;-3.6228
1.092;-1.4024
1.0925;2.2759
1.093;1.7879
1.0935;-2.13745
1.094;-3.52825
1.0945;1.02845
1.095;2.6053
1.0955;-0.47215
1.096;-3.5313
1.0965;-1.805
1.097;2.1417
1.0975;2.32165
1.098;-1.4512
1.0985;-3.0799
1.099;0.635
1.0995;2.79745
1.1;0.0738
1.1005;-3.5191
1.101;-0.96015
1.1015;1.68725
1.102;1.69335
1.1025;-2.2808
1.103;-3.3361
1.1035;0.1409
1.104;2.79135
1.1045;0.61365
1.105;-3.58925
1.1055;-2.79015
1.106;1.11385
1.1065;1.9282
1.107;-1.9148
1.1075;-3.5252
1.108;-0.51485
1.1085;2.59615
1.109;1.00405
1.1095;-2.842
1.11;-2.1344
1.1105;1.7513
1.111;2.2027
1.1115;-1.5488
1.112;-3.7692
1.1125;-1.19805
1.113;2.2515
1.1135;1.27855
1.114;-2.65595
1.1145;-2.7932
1.115;1.1596
1.1155;2.27895
1.116;-1.10655
1.1165;-3.79055
1.117;-1.744
1.1175;1.93735
1.118;1.63845
1.1185;-3.23545
1.119;-3.1348
1.1195;1.85805
1.12;2.5138
1.1205;-0.44165
1.121;-3.6167
1.1215;-2.08255
1.122;1.7696
1.1225;1.1657
1.123;-2.6834
1.1235;-3.19275
1.124;1.6293
1.1245;2.6907
1.125;0.2263
1.1255;-3.2629
1.126;-2.46075
1.1265;2.34605
1.127;1.69945
1.1275;-2.1588
1.128;-3.27205
1.1285;0.025
1.129;2.73035
1.1295;-0.463
1.13;-2.85115
1.1305;-1.5732
1.131;2.2088
1.1315;2.1722
1.132;-1.60065
1.1325;-3.47945
1.133;-0.6094
1.1335;2.68155
1.134;-0.1397
1.1345;-2.72915
1.135;-2.2686
1.1355;1.5683
1.136;2.21795
1.1365;-1.3658
1.137;-3.68075
1.1375;-1.2072
1.138;2.282
1.1385;0.2934
1.139;-3.28425
1.1395;-2.74135
1.14;1.11995
1.1405;2.38265
1.141;-0.83815
1.1415;-3.66245
1.142;-1.7074
1.1425;2.0319
1.143;-0.4752
1.1435;-2.9091
1.144;-2.97315
1.1445;0.74785
1.145;2.587
1.1455;-0.2556
1.146;-3.49165
1.1465;-2.2381
1.147;2.4406
1.1475;1.32125
1.148;-3.33
1.1485;-3.2446
1.149;0.24765
1.1495;2.648
1.15;0.22935
1.1505;-3.32695
1.151;-1.4817
1.1515;2.0502
1.152;1.5622
1.1525;-3.2629
1.153;-3.6411
1.1535;-0.49045
1.154;2.3857
1.1545;-0.8046
1.155;-3.75395
1.1555;-2.11915
1.156;1.67505
1.1565;1.87025
1.157;-1.8172
1.1575;-3.25375
1.158;0.40625
1.1585;2.5382
1.159;-0.1031
1.1595;-3.43675
1.16;-2.36925
1.1605;1.4829
1.161;2.32165
1.1615;-1.10655
1.162;-3.21715
1.1625;0.16225
1.163;2.7639
1.1635;0.62585
1.164;-3.0067
1.1645;-2.62545
1.165;1.16875
1.1655;2.6297
1.166;-0.40505
1.1665;-3.33
1.167;-0.2617
1.1675;2.7151
1.168;1.1657
1.1685;-2.64985
1.169;-2.9518
1.1695;0.6411
1.17;2.66935
1.1705;-1.4085
1.171;-3.5374
1.1715;0.4398
1.172;2.4711
1.1725;1.51035
1.173;-2.32045
1.1735;-3.2019
1.174;0.1775
1.1745;2.42535
1.175;-0.9632
1.1755;-3.6472
1.176;-1.5671
1.1765;2.4955
1.177;0.5496
1.1775;-2.1405
1.178;-2.9945
1.1785;0.72955
1.179;2.42535
1.1795;-0.49655
1.18;-3.57095
1.1805;-2.0795
1.181;1.7147
1.1815;1.10775
1.182;-1.5
1.1825;-3.15005
1.183;0.3971
1.1835;2.59615
1.184;0.09515
1.1845;-3.31475
1.185;-2.51565
1.1855;1.2816
1.186;1.5073
1.1865;-2.25335
1.187;-3.3544
1.1875;-0.11835
1.188;2.60835
1.1885;0.6228
1.189;-3.0006
1.1895;-2.7566
1.19;1.0193
1.1905;1.9892
1.191;-1.7745
1.1915;-3.513
1.192;-0.6704
1.1925;2.46195
1.193;1.11995
1.1935;-2.63155
1.194;-3.08295
1.1945;0.47335
1.195;2.2393
1.1955;-1.28955
1.196;-3.5374
1.1965;-1.10655
1.197;2.3369
1.1975;1.5561
1.198;-2.25335
1.1985;-3.25985
1.199;1.26025
1.1995;2.4162
1.2;-0.7985
1.2005;-3.61365
1.201;-1.75925
1.2015;1.9099
1.202;1.7635
1.2025;-1.93615
1.203;-3.02195
1.2035;0.66245
1.204;2.4833
1.2045;-0.36235
1.205;-3.5313
1.2055;-0.80765
1.206;1.6415
1.2065;2.19965
1.207;-2.47905
1.2075;-3.147
1.208;0.2995
1.2085;2.6297
1.209;0.28425
1.2095;-3.60145
1.21;-2.61935
1.2105;2.07155
1.211;1.5622
1.2115;-2.2076
1.212;-3.46725
1.2125;-0.341
1.213;2.46805
1.2135;0.60755
1.214;-3.0616
1.2145;-1.94835
1.215;1.7513
1.2155;1.8428
1.216;-1.8233
1.2165;-3.757
1.217;-1.012
1.2175;2.16305
1.218;1.0071
1.2185;-3.513
1.219;-2.43635
1.2195;1.3304
1.22;2.18135
1.2205;-1.2072
1.221;-3.5679
1.2215;-1.28955
1.222;2.24845
1.2225;0.4398
1.223;-3.04635
1.2235;-2.66205
1.224;1.1047
1.2245;2.45585
1.225;-0.56365
1.2255;-3.46725
1.226;-1.7379
1.2265;2.49245
1.227;0.90035
1.2275;-2.781
1.228;-2.94265
1.2285;0.68685
1.229;2.6175
1.2295;-0.0909
1.23;-3.27205
1.2305;-0.92355
1.231;2.4162
1.2315;1.46155
1.232;-2.3113
1.2325;-3.15005
1.233;0.15005
1.2335;2.404
1.234;-0.8351
1.2345;-3.4337
1.235;-1.41155
1.2355;2.18135
1.236;1.88245
1.2365;-1.81415
1.237;-3.24765
1.2375;-0.25255
1.238;2.62055
1.2385;-0.30745
1.239;-3.35135
1.2395;-1.9453
1.24;1.74825
1.2405;2.0868
1.241;-1.5244
1.2415;-3.5313
1.242;-0.98455
1.2425;2.24845
1.243;-0.00245
1.2435;-3.3422
1.244;-2.5187
1.2445;1.2328
1.245;2.12645
1.2455;-1.19195
1.246;-3.6777
1.2465;-1.6037
1.247;2.43145
1.2475;0.5069
1.248;-3.0311
1.2485;-2.77795
1.249;0.9095
1.2495;2.43755
1.25;-0.5301
1.2505;-3.4642
1.251;-0.646
1.2515;2.4101
1.252;1.11995
1.2525;-3.2446
1.253;-3.0189
1.2535;0.4825
1.254;2.56565
1.2545;-0.03295
1.255;-3.5557
1.2555;-1.16755
1.256;2.18745
1.2565;1.4219
1.257;-3.0982
1.2575;-2.51565
1.258;-0.0238
1.2585;2.55955
1.259;-0.78325
1.2595;-3.4886
1.26;-1.6464
1.2605;1.9587
1.261;1.82145
1.2615;-1.81415
1.262;-2.85725
1.2625;0.77835
1.263;2.56565
1.2635;-0.1946
1.264;-3.2446
1.2645;-2.0063
1.265;1.68725
1.2655;2.14475
1.266;-1.2987
1.2665;-3.11345
1.267;0.2446
1.2675;2.55345
1.268;0.1836
1.2685;-3.2202
1.269;-2.5492
1.2695;1.16265
1.27;2.23625
1.2705;-2.1771
1.271;-3.3971
1.2715;1.0193
1.272;2.48635
1.2725;0.6472
1.273;-2.9335
1.2735;-2.8603
1.274;0.696
1.2745;1.83365
1.275;-1.66775
1.2755;-3.4398
1.276;-0.69785
1.2765;2.38875
1.277;1.1962
1.2775;-2.46075
1.278;-3.0494
1.2785;1.5378
1.279;2.23015
1.2795;-1.0608
1.28;-3.35135
1.2805;-1.1523
1.281;2.57175
1.2815;0.5191
1.282;-2.02765
1.2825;-2.6468
1.283;1.0315
1.2835;2.282
1.284;-0.77715
1.2845;-3.57705
1.285;-1.94225
1.2855;2.2393
1.286;0.7021
1.2865;-2.88775
1.287;-3.08295
1.2875;0.46725
1.288;2.404
1.2885;-0.22205
1.289;-3.33
1.2895;-2.20455
1.29;1.4707
1.2905;1.34565
1.291;-2.39975
1.2915;-3.13785
1.292;0.147
1.2925;2.53515
1.293;0.36965
1.2935;-3.04025
1.294;-2.5797
1.2945;2.00445
1.295;0.5679
1.2955;-1.9636
1.296;-3.3483
1.2965;-0.41725
1.297;2.46195
1.2975;0.8058
1.298;-2.781
1.2985;-2.9518
1.299;1.67505
1.2995;1.97395
1.3;-1.47255
1.3005;-3.4215
1.301;-0.86865
1.3015;2.3369
1.302;1.32125
1.3025;-2.354
1.303;-2.26555
1.3035;1.43105
1.304;2.3369
1.3045;-2.0429
1.305;-3.3422
1.3055;-1.32615
1.306;2.11425
1.3065;1.66285
1.307;-2.9335
1.3075;-2.69255
1.308;0.8851
1.3085;2.3552
1.309;-0.50265
1.3095;-3.4215
1.31;-0.5911
1.3105;1.7574
1.311;1.00405
1.3115;-2.62545
1.312;-2.97925
1.3125;0.4459
1.313;2.44365
1.3135;-0.0726
1.314;-3.5496
1.3145;-1.2011
1.315;2.0563
1.3155;1.2633
1.316;-2.35705
1.3165;-3.3239
1.317;-0.0726
1.3175;2.43755
1.318;0.47945
1.3185;-2.97925
1.319;-1.6159
1.3195;1.8245
1.32;1.6964
1.3205;-1.866
1.321;-3.452
1.3215;-0.6033
1.322;2.3186
1.3225;0.8607
1.323;-3.4032
1.3235;-2.11305
1.324;1.50425
1.3245;1.95565
1.325;-1.41765
1.3255;-3.5252
1.326;-1.15535
1.3265;2.33385
1.327;0.0738
1.3275;-3.1836
1.328;-2.5126
1.3285;2.04105
1.329;2.29115
1.3295;-0.8473
1.33;-3.21105
1.3305;-0.2007
1.331;2.49855
1.3315;0.76005
1.332;-2.7139
1.3325;-2.5736
1.333;2.00445
1.3335;2.5626
1.334;-0.2312
1.3345;-3.2568
1.335;-0.6399
1.3355;2.34605
1.336;1.1657
1.3365;-2.52175
1.337;-3.1043
1.3375;0.208
1.338;2.07765
1.3385;-1.28345
1.339;-3.58315
1.3395;-1.42985
1.34;1.87635
1.3405;1.24805
1.341;-2.39365
1.3415;-3.49775
1.342;-0.3959
1.3425;2.24845
1.343;-0.67345
1.3435;-3.3605
1.344;-1.6525
1.3445;1.88245
1.345;1.9526
1.3455;-1.5061
1.346;-3.21105
1.3465;0.74175
1.347;2.54125
1.3475;-0.0238
1.348;-3.147
1.3485;-2.0368
1.349;1.5561
1.3495;2.16915
1.35;-1.1096
1.3505;-3.32695
1.351;0.10125
1.3515;2.4406
1.352;-0.951
1.3525;-3.05245
1.353;-2.53395
1.3535;1.05285
1.354;2.2942
1.3545;-0.72835
1.355;-3.3178
1.3555;-0.40505
1.356;2.35215
1.3565;0.74175
1.357;-2.76575
1.3575;-2.8725
1.358;0.6045
1.3585;2.404
1.359;-1.5244
1.3595;-3.3971
1.36;-0.87475
1.3605;2.1905
1.361;1.1474
1.3615;-3.1775
1.362;-2.32655
1.3625;0.08905
1.363;2.0624
1.3635;-1.1157
1.364;-3.45505
1.3645;-1.4329
1.365;1.8977
1.3655;1.51645
1.366;-2.0795
1.3665;-2.71085
1.367;0.83325
1.3675;2.32775
1.368;-0.50265
1.3685;-3.2446
1.369;-1.7318
1.3695;1.8001
1.37;2.04105
1.3705;-1.45425
1.371;-2.781
1.3715;0.5801
1.372;2.587
1.3725;0.1104
1.373;-3.02805
1.3735;-2.1039
1.374;1.4768
1.3745;2.2149
1.375;-2.24115
1.3755;-3.18665
1.376;1.15045
1.3765;2.3247
1.377;0.35745
1.3775;-2.99145
1.378;-2.71695
1.3785;0.8302
1.379;1.5622
1.3795;-1.9636
1.38;-3.47335
1.3805;0.52215
1.381;2.0624
1.3815;0.68075
1.382;-2.82675
1.3825;-2.18625
1.383;1.3853
1.3835;1.855
1.384;-1.4939
1.3845;-3.4947
1.385;-1.10045
1.3855;2.4162
1.386;0.18055
1.3865;-3.02805
1.387;-2.2503
1.3875;1.33345
1.388;2.4101
1.3885;-0.6338
1.389;-3.19275
1.3895;-1.27735
1.39;2.5321
1.3905;0.7448
1.391;-2.74745
1.3915;-2.70475
1.392;0.7753
1.3925;2.29725
1.393;-0.4142
1.3935;-3.26595
