Time (s) Run #1;Sound Wave (%) Run #1
1.394;-1.9209
1.3945;2.25455
1.395;1.1047
1.3955;-2.4272
1.396;-2.95485
1.3965;0.3117
1.397;2.4101
1.3975;0.07685
1.398;-3.1043
1.3985;-1.2255
1.399;2.01055
1.3995;1.4097
1.4;-2.13135
1.4005;-3.2568
1.401;-0.2678
1.4015;2.29115
1.402;0.50995
1.4025;-3.38185
1.403;-1.7257
1.4035;1.7147
1.404;1.6476
1.4045;-2.8176
1.405;-3.4581
1.4055;-0.7985
1.406;2.24235
1.4065;0.87595
1.407;-3.2751
1.4075;-2.1405
1.408;1.3914
1.4085;2.00445
1.409;-2.36925
1.4095;-3.04025
1.41;-1.1401
1.4105;2.07765
1.411;0.32085
1.4115;-2.96095
1.412;-2.46685
1.4125;1.05895
1.413;2.2149
1.4135;-0.7192
1.414;-3.2263
1.4145;-0.3471
1.415;2.3308
1.4155;0.70515
1.416;-2.7139
1.4165;-2.7993
1.417;0.6045
1.4175;2.3552
1.418;-0.2373
1.4185;-3.26595
1.419;-0.8229
1.4195;2.19355
1.42;1.16875
1.4205;-2.3235
1.421;-2.9823
1.4215;0.22935
1.422;2.49245
1.4225;0.3483
1.423;-3.208
1.4235;0.086
1.424;2.12645
1.4245;1.68115
1.425;-1.82635
1.4255;-3.15005
1.426;-0.2739
1.4265;2.35215
1.427;-0.55145
1.4275;-3.3117
1.428;-1.86295
1.4285;1.62015
1.429;1.7818
1.4295;-1.6342
1.43;-3.3666
1.4305;-0.86865
1.431;2.21795
1.4315;-0.2068
1.432;-3.16225
1.4325;-2.2625
1.433;2.0014
1.4335;1.2389
1.434;-1.13095
1.4345;-3.4398
1.435;-0.09395
1.4355;2.29115
1.436;0.3727
1.4365;-2.8786
1.437;-2.5309
1.4375;1.90685
1.438;2.30945
1.4385;-1.7257
1.439;-3.0982
1.4395;-0.42335
1.44;2.2637
1.4405;0.83325
1.441;-2.6102
1.4415;-2.903
1.442;0.4093
1.4425;1.83365
1.443;-1.41765
1.4435;-3.39405
1.444;-1.08215
1.4445;2.0136
1.445;1.1962
1.4455;-2.28385
1.446;-3.12565
1.4465;1.1352
1.447;2.12645
1.4475;-0.8961
1.448;-3.2629
1.4485;-1.3841
1.449;1.91295
1.4495;1.66895
1.45;-1.75315
1.4505;-2.59495
1.451;0.8302
1.4515;2.35825
1.452;-1.57625
1.4525;-3.1348
1.453;-1.7745
1.4535;1.7025
1.454;2.0441
1.4545;-2.38755
1.455;-2.9152
1.4555;0.27815
1.456;2.29725
1.4565;-1.18585
1.457;-3.06465
1.4575;-2.3113
1.458;1.1901
1.4585;2.099
1.459;-2.10085
1.4595;-3.10735
1.46;-0.13055
1.4605;2.32165
1.461;0.5374
1.4615;-3.19275
1.462;-2.61325
1.4625;0.8912
1.463;1.7696
1.4635;-1.5793
1.464;-3.1897
1.4645;-0.5606
1.465;2.26675
1.4655;1.02235
1.466;-3.15615
1.4665;-2.02765
1.467;1.4097
1.4675;1.94955
1.468;-1.23465
1.4685;-3.35745
1.469;-1.1828
1.4695;1.916
1.47;1.21755
1.4705;-2.27165
1.471;-2.52175
1.4715;0.86985
1.472;1.99225
1.4725;-0.90525
1.473;-3.38795
1.4735;-1.69215
1.474;1.672
1.4745;1.5866
1.475;-2.72305
1.4755;-1.7867
1.476;0.55875
1.4765;2.23015
1.477;-0.2617
1.4775;-3.16835
1.478;-2.0185
1.4785;1.4219
1.479;1.08335
1.4795;-2.31435
1.48;-2.9823
1.4805;1.35785
1.481;2.35825
1.4815;0.2141
1.482;-2.9335
1.4825;-1.33835
1.483;1.8916
1.4835;1.41885
1.484;-2.04595
1.4845;-3.2141
1.485;0.77835
1.4855;2.15695
1.486;0.5191
1.4865;-2.8664
1.487;-1.9148
1.4875;1.43105
1.488;1.6049
1.4885;-1.7013
1.489;-3.33915
1.4895;-0.8229
1.49;2.3857
1.4905;0.02195
1.491;-2.94875
1.4915;-2.0124
1.492;1.38835
1.4925;2.099
1.493;-0.94185
1.4935;-3.15005
1.494;-1.1706
1.4945;2.4284
1.495;0.5923
1.4955;-2.6102
1.496;-2.22895
1.4965;1.16875
1.497;2.4589
1.4975;-0.3837
1.498;-3.0494
1.4985;-0.3227
1.499;2.3613
1.4995;-0.2983
1.5;-2.53395
1.5005;-2.76575
1.501;0.4581
1.5015;2.19355
1.502;-0.20985
1.5025;-3.4093
1.503;-1.073
1.5035;1.8611
1.504;0.97965
1.5045;-2.52785
1.505;-3.2934
1.5055;-0.3044
1.506;1.98005
1.5065;-1.18585
1.507;-3.5435
1.5075;-1.6403
1.508;1.60185
1.5085;1.31515
1.509;-2.9213
1.5095;-3.33
1.51;-0.5728
1.5105;2.099
1.511;-0.5301
1.5115;-3.22935
1.512;-1.83245
1.5125;1.53475
1.513;1.83975
1.5135;-2.4089
1.514;-2.7871
1.5145;-0.82595
1.515;2.343
1.5155;0.1043
1.516;-2.9335
1.5165;-2.19235
1.517;1.2084
1.5175;2.0746
1.518;-0.95405
1.5185;-3.04635
1.519;-0.1092
1.5195;2.28505
1.52;0.4886
1.5205;-2.6895
1.521;-2.49125
1.5215;0.86375
1.522;2.27895
1.5225;-0.4325
1.523;-2.598
1.5235;-0.52705
1.524;2.25455
1.5245;0.9827
1.525;-2.3357
1.5255;-2.69255
1.526;0.52215
1.5265;2.4589
1.527;0.2141
1.5275;-3.025
1.528;0.33305
1.5285;2.1722
1.529;1.5012
1.5295;-1.93005
1.53;-2.8664
1.5305;0.1104
1.531;2.3003
1.5315;-0.6155
1.532;-3.10735
1.5325;-0.27695
1.533;1.72995
1.5335;1.54085
1.534;-1.7928
1.5345;-3.25375
1.535;0.46115
1.5355;2.10205
1.536;-0.4203
1.5365;-3.2507
1.537;-2.0429
1.5375;1.9709
1.538;1.733
1.5385;-1.39325
1.539;-3.15615
1.5395;-0.0482
1.54;2.05325
1.5405;0.0189
1.541;-3.35135
1.5415;-1.32005
1.542;0.9522
1.5425;1.98615
1.543;-2.0185
1.5435;-3.1043
1.544;-0.3349
1.5445;2.20575
1.545;0.5252
1.5455;-2.7505
1.546;-1.77145
1.5465;1.5439
1.547;1.67505
1.5475;-1.5305
1.548;-3.1714
1.5485;-0.7192
1.549;2.08985
1.5495;1.01625
1.55;-2.33265
1.5505;-2.1283
1.551;1.2755
1.5515;1.96175
1.552;-1.0486
1.5525;-3.18055
1.553;-1.195
1.5535;2.04715
1.554;1.4951
1.5545;-2.70475
1.555;-2.2991
1.5555;1.05285
1.556;2.27285
1.5565;-0.43555
1.557;-3.01585
1.5575;-1.49695
1.558;1.74215
1.5585;0.76005
1.559;-2.57665
1.5595;-2.7871
1.56;1.4219
1.5605;2.12645
1.561;-0.27695
1.5615;-3.16835
1.562;-2.18015
1.5625;1.81535
1.563;0.8729
1.5635;-2.47905
1.564;-3.1653
1.5645;-0.1458
1.565;1.83975
1.5655;0.1348
1.566;-2.9335
1.5665;-2.45465
1.567;1.733
1.5675;1.4219
1.568;-1.86295
1.5685;-3.13175
1.569;-0.3837
1.5695;2.18745
1.57;-0.35625
1.5705;-2.44245
1.571;-1.69215
1.5715;1.58355
1.572;1.83365
1.5725;-1.3353
1.573;-3.1043
1.5735;-0.78325
1.574;2.0746
1.5745;0.04025
1.575;-2.9457
1.5755;-2.1893
1.576;1.15045
1.5765;1.9587
1.577;-0.9693
1.5775;-3.3178
1.578;-1.39325
1.5785;1.7452
1.579;0.44285
1.5795;-2.7505
1.58;-2.50955
1.5805;0.71125
1.581;1.9892
1.5815;-0.66735
1.582;-3.269
1.5825;-1.9453
1.583;1.37005
1.5835;0.65025
1.584;-3.2263
1.5845;-2.9579
1.585;0.1897
1.5855;2.1356
1.586;-0.1031
1.5865;-2.99145
1.587;-1.0425
1.5875;2.0502
1.588;1.34565
1.5885;-1.8416
1.589;-2.76575
1.5895;0.1287
1.59;2.42535
1.5905;0.6167
1.591;-2.9335
1.5915;-1.195
1.592;1.9648
1.5925;1.82145
1.593;-1.5244
1.5935;-2.4089
1.594;0.8058
1.5945;2.3125
1.595;-0.1336
1.5955;-2.85725
1.596;-1.7501
1.5965;1.54085
1.597;1.89465
1.5975;-1.256
1.598;-2.89995
1.5985;0.15615
1.599;2.1234
1.5995;0.00975
1.6;-3.04025
1.6005;-2.42415
1.601;0.8912
1.6015;1.88245
1.602;-1.00895
1.6025;-3.33305
1.603;-0.41725
1.6035;2.01665
1.604;0.4276
1.6045;-2.74135
1.605;-2.659
1.6055;0.55265
1.606;2.1173
1.6065;-0.38065
1.607;-3.15005
1.6075;-0.7314
1.608;2.0258
1.6085;0.9949
1.609;-2.3113
1.6095;-2.79625
1.61;0.24155
1.6105;1.9404
1.611;-1.13095
1.6115;-3.18055
1.612;-1.22245
1.6125;1.7818
1.613;1.22365
1.6135;-2.11915
1.614;-3.1592
1.6145;0.7753
1.615;1.8977
1.6155;-0.8473
1.616;-3.3117
1.6165;-1.76535
1.617;1.45545
1.6175;1.55
1.618;-1.61285
1.6185;-2.6834
1.619;0.4642
1.6195;2.1661
1.62;-0.1275
1.6205;-2.89995
1.621;-1.92395
1.6215;1.38225
1.622;1.2206
1.6225;-2.1039
1.623;-2.8054
1.6235;0.12565
1.624;2.29725
1.6245;0.3361
1.625;-2.74745
1.6255;-2.2991
1.626;0.93695
1.6265;1.44325
1.627;-1.8294
1.6275;-3.0982
1.628;-0.38065
1.6285;2.08985
1.629;0.66245
1.6295;-2.53395
1.63;-2.63765
1.6305;0.574
1.631;1.80925
1.6315;-1.2682
1.632;-3.02805
1.6325;-0.7314
1.633;2.1173
1.6335;1.10165
1.634;-2.1649
1.6345;-2.77795
1.635;0.15005
1.6355;1.9465
1.636;-0.8839
1.6365;-3.08905
1.637;-1.25295
1.6375;1.80925
1.638;1.3792
1.6385;-1.89955
1.639;-3.11955
1.6395;0.60145
1.64;1.89465
1.6405;-0.707
1.641;-3.2202
1.6415;-1.82635
1.642;1.3426
1.6425;1.65065
1.643;-1.53355
1.6435;-2.842
1.644;0.2629
1.6445;2.0197
1.645;-0.22815
1.6455;-3.2507
1.646;-2.20455
1.6465;1.0925
1.647;1.08945
1.6475;-2.08255
1.648;-2.97315
1.6485;-0.19155
1.649;2.0624
1.6495;0.2629
1.65;-2.82675
1.6505;-1.48475
1.651;1.7025
1.6515;1.56525
1.652;-1.6342
1.6525;-3.05245
1.653;-0.5362
1.6535;2.06545
1.654;0.7997
1.6545;-2.38145
1.655;-1.74095
1.6555;1.51645
1.656;1.9404
1.6565;-1.09435
1.657;-2.96705
1.6575;-0.78935
1.658;2.0868
1.6585;1.3182
1.659;-2.72305
1.6595;-2.13135
1.66;1.9709
1.6605;2.07765
1.661;-0.7009
1.6615;-3.05855
1.662;-1.32615
1.6625;1.77875
1.663;0.5862
1.6635;-2.5675
1.664;-2.46075
1.6645;1.66285
1.665;2.12035
1.6655;-0.3288
1.666;-2.99755
1.6665;-0.76495
1.667;1.9465
1.6675;0.8363
1.668;-2.41805
1.6685;-2.8664
1.669;0.1836
1.6695;1.79705
1.67;-0.02685
1.6705;-3.1958
1.671;-1.195
1.6715;1.71165
1.672;1.123
1.6725;-2.10695
1.673;-3.15005
1.6735;-0.4264
1.674;1.7757
1.6745;-0.88695
1.675;-3.2934
1.6755;-1.74095
1.676;1.38225
1.6765;1.3426
1.677;-1.744
1.6775;-3.23545
1.678;-0.7619
1.6785;1.9343
1.679;-0.2251
1.6795;-2.9823
1.68;-1.9453
1.6805;1.2877
1.681;1.85195
1.6815;-1.0852
1.682;-3.05855
1.6825;-1.05775
1.683;2.12645
1.6835;0.19275
1.684;-2.8298
1.6845;-2.28995
1.685;0.9339
1.6855;1.9892
1.686;-0.72835
1.6865;-3.0921
1.687;-0.41115
1.6875;2.0502
1.688;0.635
1.6885;-2.99145
1.689;-2.6102
1.6895;0.5069
1.69;2.0319
1.6905;-0.3959
1.691;-3.0921
1.6915;-0.9205
1.692;1.8855
1.6925;0.94305
1.693;-2.8969
1.6935;-2.8298
1.694;0.0738
1.6945;2.13865
1.695;0.16835
1.6955;-3.0311
1.696;-1.19195
1.6965;1.76655
1.697;1.33955
1.6975;-1.7928
1.698;-2.3235
1.6985;0.93085
1.699;2.2271
1.6995;-0.41115
1.7;-2.8725
1.7005;-1.50915
1.701;1.6781
1.7015;1.7757
1.702;-1.25295
1.7025;-2.476
1.703;0.5252
1.7035;2.2881
1.704;0.0738
1.7045;-2.7139
1.705;-1.95445
1.7055;1.26635
1.706;1.98005
1.7065;-0.951
1.707;-2.84505
1.7075;1.01625
1.708;2.1051
1.7085;0.27815
1.709;-2.65595
1.7095;-2.32655
1.71;0.8058
1.7105;2.0197
1.711;-1.63115
1.7115;-2.95485
1.712;-0.49655
1.7125;1.98005
1.713;0.63805
1.7135;-2.537
1.714;-2.7688
1.7145;0.21715
1.715;1.5317
1.7155;-1.49695
1.716;-3.25985
1.7165;-1.19195
1.717;1.9099
1.7175;0.9156
1.718;-2.2076
1.7185;-2.9884
1.719;0.8668
1.7195;1.7879
1.72;-0.95405
1.7205;-3.1592
1.721;-1.4329
1.7215;2.0319
1.722;0.5313
1.7225;-1.63115
1.723;-2.34485
1.7235;0.80275
1.724;2.1722
1.7245;-0.3288
1.725;-2.8969
1.7255;-1.7196
1.726;1.4707
1.7265;0.94
1.727;-2.2076
1.7275;-2.62545
1.728;0.32695
1.7285;2.15085
1.729;0.10735
1.7295;-2.75355
1.73;-2.04595
1.7305;1.16875
1.731;1.2999
1.7315;-1.93005
1.732;-2.84505
1.7325;-0.1702
1.733;2.02885
1.7335;0.40015
1.734;-2.6346
1.7345;-2.54005
1.735;1.4646
1.7355;1.367
1.736;-2.53395
1.7365;-3.10735
1.737;-0.6948
1.7375;1.8916
1.738;0.74175
1.7385;-2.41195
1.739;-2.01545
1.7395;1.07115
1.74;1.55
1.7405;-2.354
1.741;-3.3056
1.7415;-1.3048
1.742;1.55
1.7425;0.8668
1.743;-3.0433
1.7435;-2.5065
1.744;0.64415
1.7445;1.7269
1.745;-0.91135
1.7455;-3.0372
1.746;-1.52745
1.7465;1.5317
1.747;0.53435
1.7475;-2.52175
1.748;-2.537
1.7485;0.50995
1.749;2.00445
1.7495;-0.3044
1.75;-2.9335
1.7505;-0.77715
1.751;1.27855
1.7515;0.99185
1.752;-2.07645
1.7525;-2.6834
1.753;0.20495
1.7535;2.1356
1.754;0.20495
1.7545;-2.68645
1.755;-1.17975
1.7555;1.72385
1.756;1.3365
1.7565;-1.83245
1.757;-2.96705
1.7575;-0.3288
1.758;1.9953
1.7585;0.55875
1.759;-2.93655
1.7595;-0.46605
1.76;1.489
1.7605;1.6293
1.761;-1.25295
1.7615;-2.8908
1.762;-0.57585
1.7625;2.1722
1.763;0.10125
1.7635;-2.5919
1.764;-1.70435
1.7645;1.428
1.765;2.0075
1.7655;-0.8717
1.766;-2.8908
1.7665;-1.012
1.767;2.1966
1.7675;0.33915
1.768;-2.6163
1.7685;-2.27775
1.769;0.77835
1.7695;1.916
1.77;-0.6216
1.7705;-3.00975
1.771;-0.6094
1.7715;1.83975
1.772;0.5557
1.7725;-2.54005
1.773;-2.71695
1.7735;0.32085
1.774;1.5866
1.7745;-1.29565
1.775;-2.99145
1.7755;-0.9083
1.776;1.88245
1.7765;1.05895
1.777;-1.99105
1.7775;-2.7017
1.778;0.08295
1.7785;1.94955
1.779;-0.74665
1.7795;-2.8725
1.78;-1.25295
1.7805;1.6964
1.781;1.3792
1.7815;-1.6952
1.782;-2.9518
1.7825;0.54045
1.783;1.85805
1.7835;-0.55145
1.784;-3.0738
1.7845;-1.8782
1.785;1.2023
1.7855;1.44325
1.786;-1.47865
1.7865;-3.19275
1.787;0.0067
1.7875;1.8489
1.788;-0.14885
1.7885;-2.96705
1.789;-2.22285
1.7895;0.88815
1.79;1.66285
1.7905;-0.9693
1.791;-2.9457
1.7915;-0.3471
1.792;1.90685
1.7925;0.31475
1.793;-2.6651
1.7935;-2.44855
1.794;0.6533
1.7945;2.0258
1.795;-1.4451
1.7955;-2.8115
1.796;-0.44165
1.7965;2.09595
1.797;0.9644
1.7975;-2.69865
1.798;-1.66775
1.7985;0.4154
1.799;2.1356
1.7995;-0.9937
1.8;-2.86945
1.8005;-0.9022
1.801;1.8855
1.8015;1.245
1.802;-1.85685
1.8025;-2.0429
1.803;1.0376
1.8035;2.038
1.804;-0.5789
1.8045;-2.86335
1.805;-1.3963
1.8055;1.50425
1.806;1.33955
1.8065;-1.6769
1.807;-2.58275
1.8075;0.38795
1.808;1.88855
1.8085;-0.44165
1.809;-2.9945
1.8095;-1.9453
1.81;1.1535
1.8105;1.59575
1.811;-1.2865
1.8115;-2.83895
1.812;0.94915
1.8125;1.82755
1.813;-0.06955
1.8135;-2.88775
1.814;-2.3113
1.8145;0.74785
1.815;1.71775
1.8155;-1.9758
1.816;-3.02195
1.8165;0.5801
1.817;1.7818
1.8175;0.35745
1.818;-2.63765
1.8185;-2.5797
1.819;1.2999
1.8195;1.36395
1.82;-1.5122
1.8205;-2.98535
1.821;-0.6887
1.8215;2.1051
1.822;0.9949
1.8225;-2.05205
1.823;-1.82635
1.8235;1.21755
1.824;1.83365
1.8245;-0.94795
1.825;-2.903
1.8255;-1.012
1.826;2.0075
1.8265;0.2629
1.827;-2.6529
1.8275;-2.33875
1.828;0.7082
1.8285;1.88245
1.829;-0.6033
1.8295;-2.94875
1.83;-1.61895
1.8305;1.2999
1.831;0.55265
1.8315;-2.4089
1.832;-2.64985
1.8325;0.32085
1.833;1.94345
1.8335;-0.25865
1.834;-2.86335
1.8345;-1.99105
1.835;1.7879
1.8355;1.12605
1.836;-1.90565
1.8365;-2.55225
1.837;0.17445
1.8375;2.18135
1.838;0.391
1.8385;-2.46685
1.839;-1.10655
1.8395;1.80925
1.84;1.54695
1.8405;-2.30215
1.841;-2.72
1.8415;-0.2617
1.842;2.099
1.8425;0.79055
1.843;-2.75355
1.8435;-1.53355
1.844;1.44935
1.8445;1.66285
1.845;-2.2137
1.8455;-2.91825
1.846;-0.8473
1.8465;1.77265
1.847;-0.07565
1.8475;-2.82065
1.848;-2.12525
1.8485;0.93695
1.849;1.7025
1.8495;-1.02725
1.85;-3.0921
1.8505;-0.3471
1.851;1.73605
1.8515;0.0982
1.852;-2.8054
1.8525;-2.59495
1.853;0.40625
1.8535;1.6598
1.854;-0.7314
1.8545;-3.147
1.855;-0.72225
1.8555;1.6598
1.856;0.5557
1.8565;-2.41805
1.857;-2.7322
1.8575;0.12565
1.858;1.855
1.8585;-0.15495
1.859;-2.8481
1.8595;-1.0913
1.86;1.62625
1.8605;1.01015
1.861;-1.97885
1.8615;-2.8176
1.862;-0.13055
1.8625;2.01055
1.863;0.41845
1.8635;-2.7993
1.864;-1.14925
1.8645;1.74215
1.865;1.62625
1.8655;-1.36275
1.866;-2.659
1.8665;-0.33795
1.867;2.07765
1.8675;-0.1702
1.868;-2.65595
1.8685;-1.561
1.869;2.0685
1.8695;1.123
1.87;-0.951
1.8705;-2.7139
1.871;-0.75275
1.8715;2.1112
1.872;0.18055
1.8725;-2.54615
1.873;-2.0185
1.8735;1.6842
1.874;1.8001
1.8745;-0.8046
1.875;-2.8542
1.8755;-0.3166
1.876;1.9282
1.8765;0.46115
1.877;-2.50345
1.8775;-2.41805
1.878;0.50385
1.8785;1.4463
1.879;-1.49695
1.8795;-3.0189
1.88;-0.81985
1.8805;1.74215
1.881;0.68685
1.8815;-2.28385
1.882;-2.70475
1.8825;0.07075
1.883;1.6354
1.8835;-1.0974
1.884;-3.00975
1.8845;-1.21025
1.885;1.5561
1.8855;1.00405
1.886;-1.97275
1.8865;-2.91825
1.887;0.6411
1.8875;1.7025
1.888;-0.71005
1.8885;-2.91825
1.889;-1.5427
1.8895;1.3731
1.89;1.39445
1.8905;-1.5549
1.891;-2.58885
1.8915;0.30255
1.892;1.8184
1.8925;-1.317
1.893;-2.82675
1.8935;-1.91785
1.894;1.0742
1.8945;1.5988
1.895;-2.0734
1.8955;-2.71085
1.896;-0.0177
1.8965;1.9221
1.897;0.16835
1.8975;-2.842
1.898;-2.05205
1.8985;0.94305
1.899;1.44935
1.8995;-1.5122
1.9;-2.69255
1.9005;-0.24645
1.901;2.05935
1.9015;0.72345
1.902;-2.6407
1.9025;-1.38105
1.903;1.489
1.9035;1.71775
1.904;-1.09435
1.9045;-2.69255
1.905;-0.6338
1.9055;1.977
1.906;1.14435
1.9065;-1.86295
1.907;-1.83855
1.9075;1.062
1.908;1.7879
1.9085;-0.89
1.909;-2.91825
1.9095;-1.24685
1.91;1.55305
1.9105;1.17485
1.911;-1.73485
1.9115;-2.2503
1.912;0.61365
1.9125;1.80315
1.913;-0.6216
1.9135;-2.95485
1.914;-1.7074
1.9145;1.16875
1.915;1.3121
1.9155;-2.4455
1.916;-2.7749
1.9165;0.91865
1.917;1.62625
1.9175;-0.35625
1.918;-2.96705
1.9185;-2.1771
1.919;0.78445
1.9195;0.8424
1.92;-2.1283
1.9205;-2.8847
1.921;-0.2617
1.9215;1.7269
1.922;0.0982
1.9225;-2.64375
1.923;-2.36315
1.9235;1.29685
1.924;1.1535
1.9245;-1.75315
1.925;-2.9396
1.9255;-0.646
1.926;1.76655
1.9265;-0.45385
1.927;-2.32045
1.9275;-1.78365
1.928;1.2206
1.9285;1.58965
1.929;-1.195
1.9295;-2.90605
1.93;-0.951
1.9305;1.97395
1.931;0.13175
1.9315;-2.5187
1.932;-1.93005
1.9325;1.03455
1.933;1.85805
1.9335;-0.68565
1.934;-2.74135
1.9345;-1.20415
1.935;1.96785
1.9355;0.55875
1.936;-2.3052
1.9365;-2.2381
1.937;0.65635
1.9375;1.99835
1.938;-0.2922
1.9385;-2.64375
1.939;-0.4752
1.9395;1.9648
1.94;0.9705
1.9405;-1.99715
1.941;-2.39975
1.9415;0.3605
1.942;2.07155
1.9425;0.1348
1.943;-2.8298
1.9435;-0.99065
1.944;1.61405
1.9445;1.15655
1.945;-2.52785
1.9455;-2.74135
1.946;-0.18545
1.9465;1.87635
1.947;-0.71005
1.9475;-2.9152
1.948;-1.56405
1.9485;1.2755
1.949;1.3121
1.9495;-2.32655
1.95;-2.9274
1.9505;-0.78325
1.951;1.7147
1.9515;-0.44165
1.952;-2.9335
1.9525;-2.04595
1.953;0.85765
1.9535;1.37615
1.954;-1.2133
1.9545;-2.7505
1.955;-0.11225
1.9555;1.79095
1.956;-0.0116
1.9565;-2.7505
1.957;-2.2869
1.9575;0.65635
1.958;1.6781
1.9585;-0.7253
1.959;-2.72915
1.9595;-0.32575
1.96;1.87025
1.9605;0.5923
1.961;-2.25335
1.9615;-2.27775
1.962;0.56485
1.9625;2.01055
1.963;-0.1092
1.9635;-2.64375
1.964;-0.4752
1.9645;2.0258
1.965;1.16875
1.9655;-1.6891
1.966;-2.3113
1.9665;0.33305
1.967;2.15085
1.9675;-0.69175
1.968;-2.6773
1.9685;-0.0238
1.969;1.5866
1.9695;1.19315
1.97;-1.8111
1.9705;-2.903
1.971;-0.524
1.9715;1.6293
1.972;-0.67345
1.9725;-2.89995
1.973;-1.6586
1.9735;1.245
1.974;1.3243
1.9745;-1.47255
1.975;-2.5736
1.9755;0.1348
1.976;1.71775
1.9765;-0.2495
1.977;-2.7932
1.9775;-2.0368
1.978;1.54085
1.9785;0.93695
1.979;-1.0425
1.9795;-2.7322
1.98;-0.1397
1.9805;1.7818
1.981;0.14395
1.9815;-2.6163
1.982;-2.35705
1.9825;0.47335
1.983;1.0071
1.9835;-1.8355
1.984;-3.02805
1.9845;-0.75885
1.985;1.5439
1.9855;0.38795
1.986;-2.4394
1.9865;-2.68035
1.987;0.1104
1.9875;1.38225
1.988;-1.3048
1.9885;-2.97925
1.989;-1.02115
1.9895;1.57135
1.99;0.8546
1.9905;-2.0307
1.991;-2.03375
1.9915;0.8546
1.992;1.7818
1.9925;-1.6098
1.993;-2.68645
1.9935;-1.16755
1.994;1.58355
1.9945;1.3304
1.995;-2.32655
1.9955;-2.25335
1.996;0.5801
1.9965;1.91905
1.997;-1.2743
1.9975;-2.6163
1.998;-1.49695
1.9985;1.3182
1.999;0.8607
1.9995;-2.0124
2;-2.3967
2.0005;0.2629
2.001;1.98005
2.0015;0.1592
2.002;-2.6468
2.0025;-0.83205
2.003;1.13215
2.0035;1.24195
2.004;-1.5793
2.0045;-2.4028
2.005;0.0799
2.0055;2.21185
2.006;0.7448
2.0065;-2.4333
2.007;-1.0974
2.0075;1.62015
2.008;1.55305
2.0085;-1.2804
2.009;-2.69255
2.0095;-0.5362
2.01;1.794
2.0105;0.65025
2.011;-2.8603
2.0115;-1.98495
2.012;0.8119
2.0125;1.2572
2.013;-2.39975
2.0135;-3.1958
2.014;-1.4268
2.0145;1.15655
2.015;0.513
2.0155;-2.9518
2.016;-2.46685
2.0165;0.4581
2.017;1.4463
2.0175;-0.9083
2.018;-2.9518
2.0185;-1.5366
2.019;1.2633
2.0195;0.4276
2.02;-2.2991
2.0205;-2.3113
2.021;0.51605
2.0215;1.8794
2.022;-0.2312
2.0225;-2.62545
2.023;-1.67385
2.0235;1.7391
2.024;0.8546
2.0245;-2.02765
2.025;-2.54005
2.0255;0.96135
2.026;1.78485
2.0265;-0.0299
2.027;-2.61325
2.0275;-1.1828
2.028;1.5073
2.0285;1.18095
2.029;-1.64945
2.0295;-2.6041
2.03;-0.20375
2.0305;1.95565
2.031;-0.31355
2.0315;-2.53395
2.032;-1.30175
2.0325;1.4158
2.033;1.5622
2.0335;-1.2011
2.034;-2.5675
2.0345;-0.4996
2.035;2.0807
2.0355;0.08905
2.036;-2.43025
2.0365;-1.70435
2.037;1.1047
2.0375;1.7147
2.038;-0.8961
2.0385;-2.72305
2.039;-1.06385
2.0395;1.8855
2.04;0.23545
2.0405;-2.52175
2.041;-2.2259
2.0415;0.52825
2.042;1.5317
2.0425;-0.77715
2.043;-2.964
2.0435;-0.72835
2.044;1.42495
2.0445;-0.69175
2.045;-2.54005
2.0455;-2.781
2.046;-0.03295
2.0465;1.49815
2.047;-1.51525
2.0475;-3.05245
2.048;-1.1096
2.0485;1.4646
2.049;0.7387
2.0495;-2.6834
2.05;-2.7078
2.0505;-0.2007
2.051;1.46765
2.0515;-0.97845
2.052;-2.9335
2.0525;-1.43595
2.053;1.60185
2.0535;0.95525
2.054;-1.79585
2.0545;-2.85115
2.055;0.40015
2.0555;1.6354
2.056;-0.52095
2.0565;-2.78405
2.057;-1.61895
2.0575;1.19315
2.058;0.8241
2.0585;-1.9758
2.059;-2.29605
2.0595;0.4459
2.06;2.099
2.0605;0.25375
2.061;-2.1832
2.0615;-1.49085
2.062;1.3243
2.0625;1.40055
2.063;-1.4329
2.0635;-2.31435
2.064;0.08295
2.0645;2.01055
2.065;0.50995
2.0655;-2.1649
2.066;-2.0429
2.0665;0.71735
2.067;1.3914
2.0675;-1.35665
2.068;-2.65595
2.0685;-0.5606
2.069;1.73605
2.0695;0.68075
2.07;-2.05815
2.0705;-2.3906
2.071;0.2507
2.0715;1.61405
2.072;-0.9693
2.0725;-2.71695
2.073;-0.9693
2.0735;1.54695
2.074;0.9461
2.0745;-1.82635
2.075;-2.6224
2.0755;0.7631
2.076;1.62015
2.0765;-0.7985
2.077;-2.75965
2.0775;-1.50915
2.078;1.15045
2.0785;0.9766
2.079;-1.78365
2.0795;-2.6285
2.08;0.0311
2.0805;1.4402
2.081;-0.6155
2.0815;-3.08295
2.082;-2.0185
2.0825;0.81495
2.083;1.22975
2.0835;-2.23505
2.084;-2.6407
2.0845;-0.0055
2.085;1.7635
2.0855;0.04635
2.086;-2.43635
2.0865;-0.8961
2.087;1.74215
2.0875;1.3243
2.088;-1.3902
2.0885;-2.30825
2.089;0.05855
2.0895;2.14475
2.09;0.6777
2.0905;-2.0917
2.091;-1.25295
2.0915;1.45545
2.092;1.4341
